pid,dt,url,title,price,neighb,sqft,lat,lng,accuracy,body_text,laundry_known,laundry_onpremises,laundry_inunit,room_known,private_room,bath_known,private_bath,parking_known,onsite_parking
6030003406,2017-03-04 18:39,http://sfbay.craigslist.org/sby/roo/6030003406.html,Clean Quiet Bedroom with Private Bathroom for female commuter.,,santa clara,0,,,,"Please read the entire post before responding. Thx

I have a nicely furnished Bedroom with a private bathroom
available for a FEMALE COMMUTER or similar situation.

Bedroom has a very comfortable full size bed, the carpet and mattress have been professionally cleaned.
The private bathroom has a shower and bathtub and is sparkling clean.

I'm a friendly, positive, busy, professional female, respectful or your space and privacy.

Full kitchen and family room privileges of course, it's important that you feel ""at home"" and comfortable.

Safe nieghborhood
Starbucks and shopping a few blocks away.

This rental is for a female commuter, traveling nurse or similar.

Â°Â°Â°Commuter room defined....a rental during the work week to avoid long daily commutes home.
One who stays at their home on weekends or days off.

645.00

Email me for pictures please

Rent may be flexible depending upon your schedule.
Please email me with any questions.

***PLEASE INCLUDE YOUR WORK SCHEDULE and length of time your planning to rent.

Thank You
Have a great day!

Close to
Sunnyvale, Cupertino, San Jose, Mountain View, Fremont, Palo Alto
280, 101
SJ Airport",FALSE,FALSE,False,True,TRUE,True,TRUE,FALSE,FALSE
6030025363,2017-03-04 18:39,http://sfbay.craigslist.org/eby/roo/6030025363.html,Commuter ONLY (Mon-Fri) MasterBed with attached private Bathroom,895,dublin / pleasanton / livermore,400,37.707319,-121.861210,7,"About the Sublet:
---------------------
*This is a COMMUTER ONLY rental (typically Monday - Friday) 
*Renting out the master bedroom (400 sq ft) in a spacious luxury 2 bed 2 bath townhouse, in ""The Courtyards"", Dublin. 
*This room will come with a small refrigerator, study desk and chair, twin sized futon-bed, a rocker-swivel chair, and has a good size walk in closet and a private attached master bathroom. 
*Separate entrance to the rented room, which is the top level floor with no other adjoining room, giving more privacy.
*In unit washer/dryer
*Gym, Jacuzzi, Swimming pool amenities available to the tenant.
*Close to 580/680 Freeways, shopping and 5 minutes walk to Rapid Bus stop that directly connects to Dublin BART station / San Francisco Factory Outlets, Livermore / Stoneridge Mall, Pleasanton with bus frequency of every 15 mins.
*Free parking is available off-street.
*Dublin Courtyards is a beautiful community with a gym, swimming pool, Jacuzzi, public green park (Bray Commons), basketball court, kids and dog park etc. 

Lease terms:
---------------
*Month to month lease, with minimum 3 - 6 months commitment, starting after March 15th, 2017. 
*Rent $895/month 
*Utilities (water, gas & electricity) and internet are included in the rent.
*Rent also includes professional cleaning once a month
*Security Deposit $895

About the tenant:
--------------------
*Young professional female occupant only. This is for a single occupant only.
*People with kids or pets, or couples please do not contact.
*Prefer someone using kitchen minimally or not using at all.

About the house and owners:
----------------------------------
*This house is a stunning Italian Firenze Model with 2 large bedrooms (master on the upper level, and 2nd bedroom on the 1st level) , 2 balconies, granite slab kitchen counters, fireplace, designer paint etc.
*We are working professional, married couple in our early 30s.


*No Section 8
*No Pets
*No Kids
*No Couples
*References and proof of financial capability. Background check might be done if required.",TRUE,FALSE,True,True,TRUE,True,TRUE,TRUE,FALSE
6030013133,2017-03-04 18:39,http://sfbay.craigslist.org/eby/roo/6030013133.html,ROOM 4 RENT  94533 fAIRFIELD,,fairfield / vacaville,0,38.267100,-122.035700,22,"Im offering a room for rent in the Fairfield Area
Close to everything, easy freeway access
Im looking for a good roommate, easy to get along with and respective of our terms
This is a room for one person only, there are 2 large breed dogs in the house, so u must be dog friendly
There is a bathroom with full shower vanity & toilet that would be primarily for your use
Hardwood flooring in the room with full size closet, large double pane window and nice ceiling fan

$700 per month includes all utilities, space in the fridge and some cabinet space, limited storage but have storage available offsite--------can be discussed if needed
Military preferred,",TRUE,TRUE,False,True,TRUE,True,TRUE,TRUE,FALSE
6030023070,2017-03-04 18:36,http://sfbay.craigslist.org/eby/roo/6030023070.html,Female only room for rent $980.00,,walnut creek,0,37.905300,-122.054900,22,"Furnished room for rent in Walnut Creek. Close to Bart and downtown. Female only.
Shared bath. First and last months rent. The 980.00 includes all utilities, cable and wifi.
There will be a credit check and if your credit is lower than 680 please do not inquire.
I'm over 50 and very active and work full time. I'm very easy to get along with and I have a great sense of humor. I don't mind if you like to drink just nothing crazy. I prefer someone who works full time and is a non pot and cig smoker.
You must like dogs for I have a 8lb dog who is amazing and not a barker.
We have a small cardio gym, pool and street parking,",TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,FALSE
6020001717,2017-03-04 18:36,http://sfbay.craigslist.org/sby/roo/6020001717.html,Share 2 Bedroom 1 bath,850,sunnyvale,0,37.370641,-122.020971,15,"$850/month

Use of kitchen, living room and bathroom included

Phone not included.

Private parking stall not included but plenty of parking on street.

Must be quite and clean.

No smoking, drinking alcohol or pets allowed.",TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,FALSE
6012838198,2017-03-04 18:36,http://sfbay.craigslist.org/pen/roo/6012838198.html,Monthly-lease Huge Bedroom with a walk-in closet in SJ Downtown Core!!,1449,mountain view,243,37.328877,-121.886272,0,"Big private bedroom with a walk-in closet available on a monthly lease. This is a rare low-rise Townhouse right in SJ Downtown Core with an Organic Vegetable Garden - which leads to a great lifestyle and happiness! This place has been newly painted and updated. It has - Central Heating, Air-conditioning and a cute fireplace too. 

The townhouse has a private courtyard too for one to enjoy the much cherished coffee/tea under the morning Sun, relax etc. There is - Secure locked courtyard entry to complex. Granite tile entry to the townhome. Full kitchen. Recessed ceilings & lighting.

Come live, work and play in SJ Downtown. Walk to the Convention Center, San Pedro Square, Farmer's Market, Festivals, Celebrations, Parades, Museums, Bars, Cafes, Restaurants, Light Rail, CalTrain, SJSU & HP Pavilion.

This is a great setup for a young professional visiting for work or a student

Drop me a line if interested and please include a brief description about yourself along with your lifestyle.",TRUE,FALSE,True,True,TRUE,True,FALSE,TRUE,FALSE
6012838442,2017-03-04 18:34,http://sfbay.craigslist.org/sby/roo/6012838442.html,Monthly-lease Huge Bedroom with a walk-in closet in SJ Downtown Core!!,1449,san jose downtown,243,37.328775,-121.886573,0,"Big private bedroom with a walk-in closet available for a month to month lease. This is a rare low-rise Townhouse right in SJ Downtown Core with an Organic Vegetable Garden - which leads to a great lifestyle and happiness! This place has been newly painted and updated. It has - Central Heating, Air-conditioning and a cute fireplace too. 

The townhouse has a private courtyard too for one to enjoy the much cherished coffee/tea under the morning Sun, relax etc. There is - Secure locked courtyard entry to complex. Granite tile entry to the townhome. Full kitchen. Recessed ceilings & lighting.

Come live, work and play in SJ Downtown. Walk to the Convention Center, San Pedro Square, Farmer's Market, Festivals, Celebrations, Parades, Museums, Bars, Cafes, Restaurants, Light Rail, CalTrain, SJSU & HP Pavilion.

This is a great setup for a young professional visiting for work or a student

Drop me a line if interested and please include a brief description about yourself along with your lifestyle.",TRUE,FALSE,True,True,TRUE,True,FALSE,TRUE,FALSE
6012837654,2017-03-04 18:34,http://sfbay.craigslist.org/eby/roo/6012837654.html,Monthly-lease Huge Bedroom with a walk-in closet in SJ Downtown Core!!,1449,fremont / union city / newark,243,37.328877,-121.886380,0,"Big private bedroom with a walk-in closet available on a monthly lease. This is a rare low-rise Townhouse right in SJ Downtown Core with an Organic Vegetable Garden - which leads to a great lifestyle and happiness! This place has been newly painted and updated. It has - Central Heating, Air-conditioning and a cute fireplace too. 

The townhouse has a private courtyard too for one to enjoy the much cherished coffee/tea under the morning Sun, relax etc. There is - Secure locked courtyard entry to complex. Granite tile entry to the townhome. Full kitchen. Recessed ceilings & lighting.

Come live, work and play in SJ Downtown. Walk to the Convention Center, San Pedro Square, Farmer's Market, Festivals, Celebrations, Parades, Museums, Bars, Cafes, Restaurants, Light Rail, CalTrain, SJSU & HP Pavilion.

This is a great setup for a young professional visiting for work or a student

Drop me a line if interested and please include a brief description about yourself along with your lifestyle.",TRUE,FALSE,True,True,TRUE,True,FALSE,TRUE,FALSE
6030021302,2017-03-04 18:34,http://sfbay.craigslist.org/eby/roo/6030021302.html,Ridiculous master suite with amazing views,2500,berkeley north / hills,1100,37.883425,-122.264080,15,"We unfortunately need to move out of our ridiculously awesome master suite (approx. 1,100 sq. ft.) in a 3,600 sq. ft. house. It has unbelievable views of Berkeley and the Bay, 13' tall high vaulted ceiling, sky lights, heated floors, marble bathroom floor, integrated sound system, large deck, an enormous sliding glass wall (see pics). It includes a bedroom, bathroom, living room, and large deck. The master suite occupies the entire top floor. Just look at the pictures. This place is amazing.

The house has a huge shared kitchen with marble counters, stainless steel appliances, tons of great lighting, 2 washers and 2 dryers. The other 5 roommates (all young professionals ages 24 to 30) occupy the floors below the master suite, and they're an awesome group. 

The suite is $2,500/month, plus utilities which cost about another $50-$100/month. The lease ends in the end of July, and the landlord has verbally committed to renewing it. 

You can check the place out tomorrow (March 5) between 1:30PM and 5PM. We're also going to have an open house to show the space on March 11 and March 12 at 10AM to 4PM. Ping me if you'd like to see it, and tell me a bit about yourself.",TRUE,FALSE,True,True,TRUE,True,TRUE,TRUE,FALSE
6015775467,2017-03-04 18:34,http://sfbay.craigslist.org/eby/roo/6015775467.html,Monthly-lease Private Bedroom in San Jose Downtown Core!!,1296,fremont / union city / newark,0,37.328877,-121.886380,0,"Private bedroom available on a monthly lease. This is a rare low-rise Townhouse right in SJ Downtown Core with an Organic Vegetable Garden - which leads to a great lifestyle and happiness! This place has been newly painted and updated. It has - Central Heating, Air-conditioning and a cute fireplace too. 

The townhouse has a private courtyard too for one to enjoy the much cherished coffee/tea under the morning Sun, relax etc. There is - Secure locked courtyard entry to complex. Granite tile entry to the townhome. Full kitchen. Recessed ceilings & lighting.

Come live, work and play in SJ Downtown. Walk to the Convention Center, San Pedro Square, Farmer's Market, Festivals, Celebrations, Parades, Museums, Bars, Cafes, Restaurants, Light Rail, CalTrain, SJSU & HP Pavilion.

This is a great setup for a young professional visiting for work or a student

Drop me a line if interested and please include a brief description about yourself along with your lifestyle.",TRUE,FALSE,True,True,TRUE,True,FALSE,TRUE,FALSE
6030020860,2017-03-04 18:33,http://sfbay.craigslist.org/sfc/roo/6030020860.html,Largest Bedroom in Modern Telegraph Hill Flat,2000,north beach / telegraph hill,0,37.799901,-122.405834,15,"We are looking for a roommate to fill the largest room in our Telegraph Hill apartment (unfurnished). The room faces Green Street with views of Washington Square steeples and GGB. Close to restaurants and bars of Little Italy, 10 minute walk from Downtown, Coit Tower, China Town and Nob/Russian Hill. 

Apartment has brand new fridge, dishwasher and large, Italian Bertazzoni gas range stove/oven. 

Also:
All hardwood
Modern bath fixtures
Roof Access with downtown/ bridge views
Washer/Dryer in building
3 Bedroom / 1 Bath

About us: Both mid-twenties male, work downtown in finance and technology 

Room is available April 1st, potentially sooner if necessary. Please email me to set up a viewing. I work nearby and can show during the day. Rent is month-to-month. No lease required.",TRUE,TRUE,False,True,TRUE,True,TRUE,FALSE,FALSE
6015770304,2017-03-04 18:32,http://sfbay.craigslist.org/sby/roo/6015770304.html,Monthly-lease Private Bedroom in San Jose Downtown Core!!,1296,san jose downtown,243,37.328809,-121.887474,7,"Private bedroom available on a monthly lease. This is a rare low-rise Townhouse right in SJ Downtown Core with an Organic Vegetable Garden - which leads to a great lifestyle and happiness! This place has been newly painted and updated. It has - Central Heating, Air-conditioning and a cute fireplace too. 

The townhouse has a private courtyard too for one to enjoy the much cherished coffee/tea under the morning Sun, relax etc. There is - Secure locked courtyard entry to complex. Granite tile entry to the townhome. Full kitchen. Recessed ceilings & lighting.

Come live, work and play in SJ Downtown. Walk to the Convention Center, San Pedro Square, Farmer's Market, Festivals, Celebrations, Parades, Museums, Bars, Cafes, Restaurants, Light Rail, CalTrain, SJSU & HP Pavilion.

This is a great setup for a young professional visiting for work or a student

Drop me a line if interested and please include a brief description about yourself along with your lifestyle.",TRUE,FALSE,True,True,TRUE,True,FALSE,TRUE,FALSE
6015772317,2017-03-04 18:32,http://sfbay.craigslist.org/pen/roo/6015772317.html,Monthly-lease Private Bedroom in San Jose Downtown Core!!,1296,mountain view,243,37.328877,-121.886272,0,"Private bedroom available on a monthly lease. This is a rare low-rise Townhouse right in SJ Downtown Core with an Organic Vegetable Garden - which leads to a great lifestyle and happiness! This place has been newly painted and updated. It has - Central Heating, Air-conditioning and a cute fireplace too. 

The townhouse has a private courtyard too for one to enjoy the much cherished coffee/tea under the morning Sun, relax etc. There is - Secure locked courtyard entry to complex. Granite tile entry to the townhome. Full kitchen. Recessed ceilings & lighting.

Come live, work and play in SJ Downtown. Walk to the Convention Center, San Pedro Square, Farmer's Market, Festivals, Celebrations, Parades, Museums, Bars, Cafes, Restaurants, Light Rail, CalTrain, SJSU & HP Pavilion.

This is a great setup for a young professional visiting for work or a student

Drop me a line if interested and please include a brief description about yourself along with your lifestyle.",TRUE,FALSE,True,True,TRUE,True,FALSE,TRUE,FALSE
6030006528,2017-03-04 18:32,http://sfbay.craigslist.org/sfc/roo/6030006528.html,28th Ave room see today,1300,sunset / parkside,1200,37.750618,-122.485894,0,"Rooms available for rental in a 5br/2ba house in the sunset district on 28th ave near Ortega. Newly remodeled bathrooms. Laundry site with washer and dryer. The minimum required lease is one year. The room size is 10' x 11' .    Room available for rental  is $1300.

 House with access to the garage and big backyard.  It is conveniently located near everything. Separate entrance to unit. Easy access to City College, San Francisco State schools, shopping, and public transportation. 
Pets,drugs, loud party and smoking are not allowed on this property.


Top Floor:   4 Bedrooms with kitchen and full bath.
Bottom Floor:  2 Bedrooms with full bath, washer and dryer in garage and access to backyard.

Please call for viewing time and date
viewing today 

 


1971 28th Ave
San Francisco Ca 94116",TRUE,FALSE,True,True,TRUE,True,FALSE,TRUE,TRUE
6030011350,2017-03-04 18:32,http://sfbay.craigslist.org/pen/roo/6030011350.html,Webster Girls Shared Room - Monthly or Weekly - Downtown Palo Alto,300,east palo alto,1300,,,,"For more information please visit our website at www.rentashare.com

 
Welcome to our Hacker House that we originally started for Stanford Students and Affiliates. If you are a Stanford affiliate or an entrepreneur, or doing an internship in the valley then you might love this even more! (We have an all girls room here and the rest of the place is CO Ed) 

We provide the following: 

1. Linens and towels 
2. Utilities, and Wifi 
3. Cookware, Soaps, Shampoo, and Toilet Paper 
4. Bed in a bunk bed, with linens made 
5. Weekly maid service 
6. Laundry Machines 

So its pretty much everything you need for an easy transition into Downtown Palo Alto. Whether you're looking for longterm housing, or just want an easy clean place to work and lay your head with everything provided, we cater to people who need to be in Palo Alto, and are motivated towards succeeding in their endeavors. 

We do month to month and weekly bookings and prices are subject to change based on the availability. 

For updated information please visit our website at www.rentashare.com",TRUE,FALSE,True,True,FALSE,True,FALSE,TRUE,FALSE
6030002096,2017-03-04 18:29,http://sfbay.craigslist.org/sfc/roo/6030002096.html,Ocean Beach Great room for great price in,1195,sunset / parkside,0,37.762225,-122.507414,10,"***Great room w/ocean breeze 10 x10***

Available now


* Utilities Included


* Modern home with central heat


* Modern Front Loading HE Washer and Dryer


* Complimentary WiFi Internet


* Comcast Cable TV Available


* Modern Kitchen


* Hardwood and Tile Floors throughout home


* Biweekly cleaning of common areas included



* Commuting: 
Easy access to Golden Gate Bridge (101), Highway 1 (Great Highway) and Highway 280
18 46TH AVENUE
NX N Express 
N-OWL 
5 FULTON 
016X NORIEGA EXPRESS 
71/L HAIGHT-NORIEGA 
29 SUNSET 
N JUDAH (connects you to almost every neighborhood in the city, including The Castro, Mission, Downtown and AT&T Park)

* Free street parking



There are 4 bedrooms sharing two bathrooms and kitchen.  The kitchen is seldom used as each  roommate has their own schedule and generally very busy.  Its a quiet home without any drama or nonsense, the room is very private.  Once you have seen the room and you decide you like the place, were happy to have you meet the roommates.    


Sorry no pets


Move-in requires one months rent + Security Deposit (refundable) of $1250 + application fee $35

You must fill out the application and be prepared to pay the application fee.  

Serious inquires only



Located at:
47th and Irving St.  (Outer Sunset)

4626 Irving St.


Serious inquires only.  Please indicate which ad your referring to when contacting.  


Application Form:

https://www.dropbox.com/s/e8awa2uqhae06jd/Application.pdf",TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,FALSE
