pid,dt,url,title,price,neighb,sqft,lat,lng,accuracy,body_text,furnished,laundry_known,laundry_onpremises,laundry_inunit,room_known,private_room,bath_known,private_bath,parking_known,onsite_parking
6066862035,2017-03-30 11:14,http://losangeles.craigslist.org/sgv/roo/6066862035.html,Room for rent $490,490,,0,34.097200,-117.906500,22,"Hello we are an all girl household looking for a roommate,  preferably another girl. In a quiet environment, no loud parties, no overnight guests daily. We all work full time and go to school as well. You will be having six other roommates in a plantation style home. Huge backyard, pool, parking and overall beautiful house.
Please email details of yourself and we can go from there. I will discuss and forward information to my fellow roommates and we will contact you in regards of meeting all the current rooms mates. Thanks and we look forward to hearing from you 
Julianna

. We will be needing someone to move in April n 1st",False,TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,FALSE
6066681145,2017-03-30 11:14,http://losangeles.craigslist.org/wst/roo/6066681145.html,Detox and Rehab Get Sober now,100,Redondo Beach,0,34.044300,-118.250900,22,"Finally stop suffering from drug / alcohol dependency now and start a new chapter in your life. Put yourself in the good
hands of our experienced network of care providers. Our highly qualified staff of counselors, physicians and psychiatrists 
specialize in successfully treating addiction employing the latest in proven recovery tools including 

Treatment facilities includes 24 hour gym passes, free transportation, 3 square meals a day, 12-step, positive coping skills, medically assisted detox, relapse prevention training, group sessions, one on one level counseling all of which significantly increases your opportunity for long term recovery.
 
We accept most private health insurances or PPO. Calling our treatment facility now is Step #1 in reclaiming your life back",False,FALSE,FALSE,False,True,TRUE,True,TRUE,FALSE,FALSE
6063244992,2017-03-30 11:13,http://losangeles.craigslist.org/sfv/roo/6063244992.html,"Private room, awesome housemates",775,lake balboa,130,34.215387,-118.506517,7,"**PRIVATE ROOM FOR FEMALE RENTER ONLY **

The house totals about 1,200 sq ft. It is 3 bdrms & 2 baths with central A/C & heat, & hardwood floors throughout.
It has a fenced backyard with a deck & a mature orange tree. The house is located on a nice, quiet tree lined street with plenty of non-restricted street parking. 

Unfurnished private 1 bedroom 10x13 
Shared bathroom with 1 other female renter
Additional $50 per month for utilities (water/power, gas, internet, & cable)
Full house privileges including living/dinning room & kitchen (cooking equipment, dishes, microwave, coffee maker, washer, dryer, included) 

LOCATED APPROXIMATELY:
3 miles to CSUN 
6 miles to Pierce Junior College
8 miles to Valley Junior College

5 miles to Northridge Fashion Center
Close to Target, Starbucks, Ralphs, Albertsons, Vons, Movies, Public Library
Near 405, 101, & 118 freeways

Single Occupancy: $775/room +$50 utilities (terms are month to month, but would love a long-term renter)
+ $375 initial deposit 
Available 04.01.17
No heavy drinking, drugs or smoking, please
Must be financially stable, clean and responsible.

We are down-to-earth, quiet, honest, friendly, responsible, easy going, and would like the same
Non-smokers and looking for non-smokers (no outside smoking either)

I have a small, super friendly dog, and 2 very mellow, sweet and friendly cats. so you must be dog and cat friendly! (Sorry no additional pets)

Students welcome - Home is quiet - good for studying!
No drama please

Email me with any questions.",False,TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,FALSE
6066790199,2017-03-30 11:13,http://losangeles.craigslist.org/wst/roo/6066790199.html,Female Shared Room-10980- (WESTWOOD),1000,Los Angeles,0,34.056297,-118.445675,10,"This apartment has 2 spacious bedrooms and 2 large bathrooms. It is located on 10980 Wellworth Avenue; in the heart of Westwood the ideal neighborhood for any student. Westwood is a vibrant and multinational community on the Westside of Los Angeles. This apartment is conveniently located across the street from the west entrance to UCLA's campus, it is within walking distance to many different grocery stores, bus stops, shopping malls, theaters, restaurants, clubs, bars, Kaplan Language School, UCLA and UCLA extension. It is an enjoyable 25-minute bus ride to SMC by bus, convenient freeway access as well as close public transportation; this location is perfect for any student. The most popular Westside attractions are a few minutes away. The unit offers large, bright, and relaxing rooms, a fully equipped kitchen, and a beautiful balcony for sunbathing or tanning in the glorious California sun. The apartment building has keyed-entry and a clean and refreshing swimming pool. The building also has a stunning rooftop area with a million dollar view of the city.
Please note that the photos are from a different unit which has almost the same layout and furniture.

The apartment is fully furnished
Utilities included in the rent (electricity, high-speed internet, gas, water)
The living room has a couch, coffee table and HD flat TV
The dining room area has a dinner table and chairs
Both bedrooms are furnished with beds, desks, chairs and lamps
Kitchen appliances: oven, microwave, stove, dishwasher and refrigerator.
Basic kitchen utensils (pan, silverware, dishes etc.
Central heat/AC
A beautiful balcony for sun-bathing or tanning in the glorious California sun.
Swimming pool
A stunning rooftop area with a million dollar view of the city.

Gated Parking: Parking spot available for $150/month

Our services;

Monthly cleaning service. 

Dedicated, responsive, and friendly assistance.

Terms;

Both short and long terms lease available.
Leasing period starts on the 1st day and ends at the end of each month.

A $300 non-refundable application fee is required,,",True,TRUE,TRUE,False,True,TRUE,True,TRUE,TRUE,TRUE
6066683161,2017-03-30 11:13,http://losangeles.craigslist.org/wst/roo/6066683161.html,Road to addiction recovery starts today,100,Redondo Beach,0,34.044300,-118.250900,22,"Addiction recovery with 12-step programs, one-on-one counselling, group sessions, medically-assisted detox and positive coping mechanisms significantly increases your chances of a successful sobriety exponentially. 

Call today! Our care providers are specialized in treating drug and alcohol addiction and can assist you to sobriety on a mental and physical level. 

Overcome your dependency on drugs and alcohol with the intensive outpatient care available through our experienced network of providers!",False,FALSE,FALSE,False,True,TRUE,True,TRUE,FALSE,FALSE
6066842050,2017-03-30 11:13,http://losangeles.craigslist.org/sfv/roo/6066842050.html,ROOM FOR RENT Santa Clarita,550,,0,34.446600,-118.537400,22,"Room for rent preferably for students with work,....$550.00 per month and $300.00 of Deposit...",True,TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,FALSE
6028652464,2017-03-30 11:12,http://losangeles.craigslist.org/lac/roo/6028652464.html,Housing barter for very attractive female,,Adj to Hancock Park,0,99,99,99,"Basically looking for a pretty female live in lover 18-40. Must be very attractive, considerate, and fair minded.(I am as well) Older(51) but in top shape tall man with a nice place in a great area. Open minded?",False,TRUE,TRUE,False,True,FALSE,True,FALSE,TRUE,FALSE
6066859265,2017-03-30 11:12,http://losangeles.craigslist.org/wst/roo/6066859265.html,MALE PRIVATE FULLY FURNISHED NEAR UCLA UTILITIES INCLUDED,2000,Westwood,0,34.044700,-118.448700,22,"MALE PRIVATE ROOM 
ALL UTILITIES INCLUDED / FULLY FURNISHED / SHORT TERM LEASE AVAILABLE

Luxurious Apartment near UCLA and Westwood Village 

Contemporary apartments, luxurious amenities, and a location that is second to none. Barrington Plaza has it all. Here you have an option to rent a private bedroom. This apartment comes fully furnished and all the utilities (electricity, gas, internet, cable) are included in the rent.The building features a huge swimming pool, bbq area, tennis courts and a very well equipped gym. The location couldn't be any more perfect. It's just steps away from a large variety of restaurants, coffee shops, movie theaters, and shops. It's also a great off campus housing option for local students. This is a great option for an affordable price. All roommates are students and young working professionals.

FOR MORE INFORMATION GIVE US A CALL!!!

Monday thru Friday (Pacific Time)
From 9:30AM - 6:00PM
Saturday 11:00AM - 4:00PM
Closed on Sunday",True,FALSE,FALSE,False,True,TRUE,True,TRUE,TRUE,TRUE
6066824786,2017-03-30 11:11,http://losangeles.craigslist.org/lac/roo/6066824786.html,Private room in 2 bd/1br apartment,,,0,34.054366,-118.355069,7,I am renting a room in furnished apartment. The apartment is 5 min from LACMA. The room is coming as on the photo + there will be new memory foam mattress. It is available from 1st of April. The utilities are included in the rent.  Deposit is 600$. Month to month with 3 weeks notice. Pets are not allowed in the building. International students are welcome!,False,TRUE,TRUE,False,True,TRUE,True,FALSE,FALSE,FALSE
6066835586,2017-03-30 11:11,http://losangeles.craigslist.org/wst/roo/6066835586.html,Inglewood  By centinela,860,,0,33.974500,-118.354800,22,"Is anybody Interested In  a Room for rent with own Restroom in the area of inglewood  for $860 bills incluided .

Aptartment will be shared with couple and a Baby . I need someone Trust worthy , Hardworking and respectful with Rent on time.   Room will be rented to couple or single Person .",False,TRUE,FALSE,True,True,TRUE,True,TRUE,TRUE,FALSE
6066856078,2017-03-30 11:10,http://losangeles.craigslist.org/wst/roo/6066856078.html,Furnished Private Bedroom/Bath for Rent,1500,West Hollywood,1300,34.097164,-118.363266,7,"Room for rent in large 2Bdrm/2Bath Apartment.

The apartment is right off Sunset Blvd and has great walkability to Trader Joes, Crunch, DGA, Laugh Factory, Chateau Marmont, etc...

The room is 11'x13' with a walk-in closet 5'x6'; comes with it's own bathroom and is fully furnished. I also provide linens and towels.  There are window AC units throughout the apartment to keep things cool in the summer.

Utilities (Gas, Electric, DirecTV and Internet) average $150/month per person.

Hardwood floors and tile throughout.  Kitchen has granite countertops and bathroom has granite tile floors.  Plantation blinds throughout.  Unit is bottom corner unit, so it gets lots of natural light.

Heated Pool and BBQ Area

On-Site Coin Laundry

Non-Smoker (or willing to only smoke outside)

No pets please.  I have 2 cats who are chill and really friendly.  Also, I'm very neat, so there's not a ""cat smell"" about the place.

Great neighbors...everyone here is a long-term resident and super friendly.  

I work long days and am rarely home.  And while I enjoy a glass of wine in the evenings and go out once or twice a week, I'm not a partier.  

Street permit parking with permit provided.

First and Last Month's rent Required.

Month-to-Month with 30-Day Notice Required.

Only Serious Inquiries!

Please email, text or call me to set up a viewing.  
Available Now!",True,TRUE,TRUE,False,True,TRUE,True,TRUE,TRUE,FALSE
6066774931,2017-03-30 11:10,http://losangeles.craigslist.org/lac/roo/6066774931.html,Property Of Exec Offers Pay w/Rm-Board to'  Talent Party Companion.,,los angeles,0,99,99,99,"U must have high extreme desire to work in on camera field of entertainment biz. I deal with funding film for same studio I been with many years. I have my mortgage paid off as well as my modern beach estate. I am a bachelor in lifestyle but I tend to hang with the one I hire for all doings. No experienced types or professionals needed or wanted. Not about that. Just desire. Looks
no issue. Average ordinary please. 

 The one in this will act as my girlfriend and work in all matters as I need. You must be adaptable, run with all my needs without any limits and carry on as your my wife like in public eye as well as press. This is to develop into more as the years progress. Maybe this will become as marriage. I'm game. Never done that before. I have no time for dateing games or online svcs. If your openly engageing and single, completely free from any guy and not seeing then consider. Yes I'm partying allot. Yes I go to tons of events.

 You will be trained into my world and become my secretary. Go where ever I go. Your like glue to my side. I never leave you behind. Don't respond or apply unless you are 100% wanting all this fully. Any lacks of desire, then please why waste \your time. This is upfront, direct and flat out what this is. 
 ...What you get is; security, income at 15 grand mthly on probation signed thru law offices I use. U will sign also press releases for your likeness/images free to use by photo-ops where ever we go. Your signing on as talent and more entitles as you are hired.
 Your any age and yes matured is good also. I'm 40ish, skinny white guy as appearing as a rock star most would say but "" NOT""..I just look as one. You know hippy like but clean shaven.. I do live alone.",False,FALSE,FALSE,False,True,TRUE,True,TRUE,TRUE,TRUE
6057300246,2017-03-30 11:10,http://losangeles.craigslist.org/wst/roo/6057300246.html,Feale Shared Room-10980- (WESTWOOD),1000,Los Angeles,0,34.056297,-118.445675,10,"This apartment has 2 spacious bedrooms and 2 large bathrooms. It is located on 10980 Wellworth Avenue; in the heart of Westwood the ideal neighborhood for any student. Westwood is a vibrant and multinational community on the Westside of Los Angeles. This apartment is conveniently located across the street from the west entrance to UCLA's campus, it is within walking distance to many different grocery stores, bus stops, shopping malls, theaters, restaurants, clubs, bars, Kaplan Language School, UCLA and UCLA extension. It is an enjoyable 25-minute bus ride to SMC by bus, convenient freeway access as well as close public transportation; this location is perfect for any student. The most popular Westside attractions are a few minutes away. The unit offers large, bright, and relaxing rooms, a fully equipped kitchen, and a beautiful balcony for sunbathing or tanning in the glorious California sun. The apartment building has keyed-entry and a clean and refreshing swimming pool. The building also has a stunning rooftop area with a million dollar view of the city.
Please note that the photos are from a different unit which has almost the same layout and furniture.

The apartment is fully furnished
Utilities included in the rent (electricity, high-speed internet, gas, water)
The living room has a couch, coffee table and HD flat TV
The dining room area has a dinner table and chairs
Both bedrooms are furnished with beds, desks, chairs and lamps
Kitchen appliances: oven, microwave, stove, dishwasher and refrigerator.
Basic kitchen utensils (pan, silverware,dishes etc.
Central heat/AC
A beautiful balcony for sun bathing or tanning in the glorious California sun.
Swimming pool
A stunning rooftop area with a million dollar view of the city.

Gated Parking: Parking spot available for $150/month

Our services:

Monthly cleaning service 

Dedicated, responsive, and friendly assistance.

Terms:

Both short and long terms lease available.
Leasing period starts on the 1st day and ends at the end of each month.

A $300 non-refundable application fee is required,",True,TRUE,TRUE,False,True,TRUE,True,TRUE,TRUE,TRUE
6066684058,2017-03-30 11:08,http://losangeles.craigslist.org/wst/roo/6066684058.html,Road to addiction recovery starts today,100,Redondo Beach,0,34.044300,-118.250900,22,"Addiction recovery with 12-step programs, one-on-one counselling, group sessions, medically-assisted detox and positive coping mechanisms significantly increases your chances of a successful sobriety exponentially. 

Call today! Our care providers are specialized in treating drug and alcohol addiction and can assist you to sobriety on a mental and physical level. 

Overcome your dependency on drugs and alcohol with the intensive outpatient care available through our experienced network of providers!",False,FALSE,FALSE,False,True,TRUE,True,TRUE,FALSE,FALSE
6066837644,2017-03-30 11:08,http://losangeles.craigslist.org/wst/roo/6066837644.html,$1400 Private Room in West LA - Long-Term Stay,,West Los Angeles,0,34.049813,-118.437024,15,"I am currently looking for someone to fulfill a sublease until the end of July. 

In a few months--I need someone to start a new lease with me at the end of July for August 1 for 12months. 

At the same exact location. I absolutely love this particular block. 

So if you need something Long-Term on AUGUST 1 in Westwood. This would work out for you.

The rent is $1400/month plus utilities. 

It is a spacious 2 bedroom 2 bathroom condo layout apt. 
Full size kitchen, dining area, living room, balcony, and patio. 

Lots of natural light. 

It is in the neighborhood of Westwood in West LA. IF you are new to LA, you should know -- this is a reasonable price for what you get on the westside.

I am an assistant to CEO here in the area. My home is calm, quiet, and clean. 

Please respond by email to discuss details.",False,TRUE,TRUE,False,True,TRUE,True,TRUE,TRUE,TRUE
6066833073,2017-03-30 11:07,http://losangeles.craigslist.org/ant/roo/6066833073.html,"Resort Living Style , Looking for Professional Roommates",590,East Lancaster,3350,34.713100,-117.878300,0,"READ,READ, READ Please Google 93535 Location Before Calling , East Lancaster is 70 Miles from los Angeles 
Room is Intentend for One Person,   (Male Preferred and Single Occupancy ) Bathroom is Shared with one Person, Rooms Starts from $590.00 and Up depending  on Size 


The house is located near a walmart super center and Just 10 mins from antelope valley mall and some major shopping center, Newer home built in 2007 Over 3350 sq feet Of living space, 6 bedrooms 4 bathrooms. every room comes with a queen size bed and a 55 "" flat screen tv and a mini fridge (optional and extra ) wifi and utilities included  except Electricity  on summer time (Pool Under Renovation) 

I'm looking for the right Roommate that is a responsible and clean, first and last month required to move in , and deposit in some cases background check be will run , proof of income required, full time Job Candidates only , drugs,smoking and heavy drinking not allowed , This a clean and relaxing environment for more information contact me via text or call",True,TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,FALSE
6066845712,2017-03-30 11:04,http://losangeles.craigslist.org/wst/roo/6066845712.html,WEST HOLLYWOOD: Tri-West Neighborhood!!!,,WEST HOLLYWOOD,0,34.082628,-118.378490,7,"West Hollywood apartment to share (with me) in the Tri-West neighborhood of West Hollywood. Top floor, West facing apartment with Private Entrance.

2 Bedroom, 1.5 Bath. 
PARTIALLY FURNISHED (You will need your own BED).
Central A/C & Heat. Wifi. Balcony with amazing views. Hardwood floors throughout. Garage Parking. Dishwasher. Laundry room in building.
Close to Urth Caffe, Rag&Bone, Alfred's Coffee, The Beverly Center, Melrose Avenue and La Cienega Blvd shops and restaurants.
NO SMOKING. 
NO DRUGS. 
NO PETS. 
Move in = $1300/month (plus utilities) + $1000 Deposit (Month to Month).",False,TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,TRUE
